txn_id,timestamp,amount_inr,payment_method,bank,device_type,customer_segment,failure_reason,retry_count_before,past_success_rate,network_latency_ms,hour_of_day,is_weekend,fraud_score
pay_103392,2026-08-27T00:20:00,1898.87,card,SBI,ios,returning,wrong_cvv,0,0.863,177,0,False,0.015
pay_103393,2026-07-01T03:22:00,664.52,card,Yes Bank,web,returning,daily_limit_exceeded,0,0.678,473,3,False,0.069
pay_103394,2026-06-18T14:49:00,204.68,netbanking,Kotak,ios,returning,bank_server_timeout,0,0.607,1500,14,False,0.067
pay_103395,2026-07-19T15:43:00,191.08,netbanking,Kotak,android,new,otp_expired,0,0.036,423,15,True,0.118
pay_103396,2026-06-09T04:46:00,566.26,netbanking,Yes Bank,ios,new,bank_server_timeout,1,0.425,1289,4,False,0.12
pay_103397,2026-07-15T23:17:00,334.15,card,SBI,web,returning,insufficient_funds,0,0.711,547,23,False,0.013
pay_103398,2026-06-25T23:10:00,4157.25,wallet,,android,at_risk_churn,risk_engine_block,0,0.487,268,23,False,0.646
pay_103399,2026-06-30T06:33:00,416.4,wallet,,ios,new,network_drop,0,0.549,118,6,False,0.134
pay_103400,2026-06-06T05:02:00,1675.42,wallet,,android,new,network_drop,1,0.009,1231,5,True,0.113
pay_103401,2026-07-18T09:58:00,631.93,upi,,ios,high_value,otp_expired,1,0.716,325,9,True,0.054
pay_103402,2026-08-04T10:24:00,1499.84,wallet,,ios,new,risk_engine_block,1,0.405,571,10,False,0.704
pay_103403,2026-07-12T10:15:00,1917.07,card,ICICI,web,high_value,risk_engine_block,0,0.868,399,10,True,0.637
pay_103404,2026-07-24T12:25:00,719.76,upi,,android,returning,otp_expired,0,0.911,195,12,False,0.038
pay_103405,2026-08-25T08:36:00,156.18,netbanking,ICICI,ios,returning,otp_expired,0,0.911,441,8,False,0.01
pay_103406,2026-07-15T07:06:00,2597.43,wallet,,web,high_value,risk_engine_block,0,0.679,301,7,False,0.572
pay_103407,2026-06-28T04:54:00,341.53,netbanking,Yes Bank,ios,returning,bank_server_timeout,0,0.84,1828,4,True,0.045
pay_103408,2026-08-14T15:53:00,342.63,wallet,,android,new,insufficient_funds,0,0.201,233,15,False,0.137
pay_103409,2026-07-14T06:40:00,247.12,card,SBI,ios,returning,risk_engine_block,0,0.445,511,6,False,0.595
pay_103410,2026-06-01T04:29:00,726.64,wallet,,android,returning,risk_engine_block,0,0.464,197,4,False,0.616
pay_103411,2026-06-15T01:21:00,1423.57,wallet,,android,returning,network_drop,0,0.831,1516,1,False,0.075
pay_103412,2026-08-17T22:34:00,838.05,card,SBI,android,high_value,wrong_cvv,0,0.906,252,22,False,0.039
pay_103413,2026-06-22T05:33:00,437.91,upi,,android,returning,risk_engine_block,0,0.817,303,5,False,0.615
pay_103414,2026-08-11T02:36:00,588.27,card,HDFC,android,new,insufficient_funds,3,0.018,263,2,False,0.226
pay_103415,2026-08-21T23:29:00,1386.3,upi,,web,returning,network_drop,2,0.886,2177,23,False,0.107
pay_103416,2026-08-14T04:22:00,172.78,wallet,,ios,high_value,risk_engine_block,1,0.832,127,4,False,0.633
pay_103417,2026-08-04T17:58:00,861.72,netbanking,SBI,android,returning,bank_server_timeout,0,0.818,2203,17,False,0.069
pay_103418,2026-08-22T19:13:00,761.94,upi,,ios,new,otp_expired,1,0.017,311,19,True,0.133
pay_103419,2026-08-08T16:30:00,517.29,netbanking,Kotak,ios,high_value,otp_expired,0,0.594,462,16,True,0.092
pay_103420,2026-07-19T08:36:00,532.42,card,HDFC,ios,new,risk_engine_block,0,0.093,494,8,True,0.722
pay_103421,2026-08-07T14:38:00,1640.34,wallet,,android,returning,risk_engine_block,0,0.797,300,14,False,0.611
pay_103422,2026-06-17T06:24:00,3449.73,upi,,android,at_risk_churn,network_drop,1,0.499,3331,6,False,0.099
pay_103423,2026-06-28T21:28:00,544.18,upi,,ios,returning,risk_engine_block,0,0.495,547,21,True,0.578
pay_103424,2026-07-19T10:20:00,1736.58,card,Yes Bank,web,new,wrong_cvv,0,0.093,480,10,True,0.12
pay_103425,2026-07-07T01:48:00,1668.19,card,SBI,web,returning,insufficient_funds,0,0.342,270,1,False,0.09
pay_103426,2026-06-23T02:14:00,95.35,wallet,,web,high_value,risk_engine_block,0,0.762,302,2,False,0.624
pay_103427,2026-06-09T00:14:00,1211.36,wallet,,web,returning,network_drop,0,0.744,3720,0,False,0.032
pay_103428,2026-08-14T13:27:00,728.17,wallet,,web,returning,network_drop,1,0.89,998,13,False,0.01
pay_103429,2026-07-01T06:58:00,327.33,card,Yes Bank,ios,high_value,wrong_cvv,0,0.747,143,6,False,0.028
pay_103430,2026-07-11T21:34:00,2359.39,card,ICICI,web,high_value,wrong_cvv,0,0.614,375,21,True,0.066
pay_103431,2026-08-14T16:45:00,1632.65,upi,,android,new,otp_expired,2,0.091,295,16,False,0.264
pay_103432,2026-08-01T00:10:00,3932.95,card,Yes Bank,ios,high_value,insufficient_funds,0,0.502,589,0,True,0.03
pay_103433,2026-06-01T03:32:00,1930.68,upi,,ios,new,bank_server_timeout,2,0.043,700,3,False,0.234
pay_103434,2026-07-13T16:35:00,93.83,netbanking,SBI,ios,returning,bank_server_timeout,0,0.519,306,16,False,0.06
pay_103435,2026-07-27T18:49:00,396.99,card,SBI,android,new,wrong_cvv,0,0.442,236,18,False,0.198
pay_103436,2026-06-21T12:27:00,527.32,netbanking,Kotak,web,returning,bank_server_timeout,1,0.47,3495,12,True,0.067
pay_103437,2026-06-24T22:36:00,496.44,wallet,,web,returning,insufficient_funds,2,0.68,584,22,False,0.137
pay_103438,2026-06-04T01:33:00,2372.29,card,Axis,web,new,insufficient_funds,1,0.089,179,1,False,0.112
pay_103439,2026-08-17T09:58:00,3885.94,upi,,ios,returning,bank_server_timeout,0,0.47,3533,9,False,0.01
pay_103440,2026-08-01T09:13:00,62.96,netbanking,ICICI,ios,new,otp_expired,1,0.266,531,9,True,0.133
pay_103441,2026-06-30T03:14:00,703.6,upi,,ios,high_value,otp_expired,0,0.404,155,3,False,0.01
pay_103442,2026-06-26T04:21:00,1635.73,wallet,,ios,new,insufficient_funds,1,0.424,164,4,False,0.174
pay_103443,2026-06-05T12:16:00,713.24,wallet,,web,high_value,network_drop,0,0.415,539,12,False,0.072
pay_103444,2026-08-23T09:26:00,1172.01,upi,,android,high_value,bank_server_timeout,0,0.874,145,9,True,0.022
pay_103445,2026-07-01T11:21:00,78.64,netbanking,Kotak,web,new,otp_expired,0,0.621,114,11,False,0.173
pay_103446,2026-07-27T07:59:00,2318.54,netbanking,IDFC,web,at_risk_churn,otp_expired,0,0.78,441,7,False,0.034
pay_103447,2026-08-08T20:01:00,313.79,netbanking,Kotak,web,new,network_drop,0,0.278,3425,20,True,0.167
pay_103448,2026-07-06T23:25:00,341.95,upi,,web,returning,network_drop,0,0.832,765,23,False,0.01
pay_103449,2026-06-08T20:06:00,3413.34,netbanking,ICICI,ios,returning,bank_server_timeout,1,0.849,3882,20,False,0.044
pay_103450,2026-08-18T07:50:00,311.32,wallet,,web,new,insufficient_funds,0,0.617,415,7,False,0.113
pay_103451,2026-08-22T00:42:00,999.91,wallet,,android,new,insufficient_funds,0,0.041,422,0,True,0.186
pay_103452,2026-07-05T23:00:00,171.96,upi,,ios,returning,otp_expired,3,0.613,219,23,True,0.192
pay_103453,2026-08-21T03:19:00,1531.4,card,Yes Bank,ios,at_risk_churn,wrong_cvv,0,0.886,318,3,False,0.094
pay_103454,2026-07-24T19:39:00,3213.96,netbanking,SBI,android,returning,otp_expired,1,0.756,234,19,False,0.01
pay_103455,2026-06-30T23:00:00,1563.63,netbanking,Kotak,ios,returning,otp_expired,0,0.852,226,23,False,0.069
pay_103456,2026-07-04T03:40:00,495.6,netbanking,IDFC,web,new,bank_server_timeout,2,0.222,287,3,True,0.254
pay_103457,2026-07-15T15:23:00,236.45,card,Yes Bank,web,new,insufficient_funds,3,0.088,338,15,False,0.251
pay_103458,2026-06-03T11:50:00,626.15,netbanking,Axis,android,new,bank_server_timeout,0,0.406,2264,11,False,0.156
pay_103459,2026-08-08T16:54:00,835.28,upi,,android,returning,risk_engine_block,1,0.509,204,16,True,0.581
pay_103460,2026-06-28T13:48:00,91.68,netbanking,IDFC,android,new,bank_server_timeout,2,0.193,805,13,True,0.205
pay_103461,2026-08-18T09:16:00,1664.75,upi,,ios,high_value,network_drop,0,0.866,1405,9,False,0.062
pay_103462,2026-06-04T03:32:00,107.24,netbanking,Yes Bank,web,new,otp_expired,0,0.182,104,3,False,0.182
pay_103463,2026-08-02T07:40:00,699.45,card,HDFC,web,returning,insufficient_funds,1,0.593,366,7,True,0.05
pay_103464,2026-07-07T23:26:00,146.01,card,IDFC,ios,high_value,risk_engine_block,0,0.791,563,23,False,0.556
pay_103465,2026-08-10T20:07:00,1035.25,netbanking,Kotak,android,high_value,bank_server_timeout,2,0.642,2800,20,False,0.111
pay_103466,2026-08-19T06:53:00,91.27,wallet,,android,returning,network_drop,0,0.74,1140,6,False,0.011
pay_103467,2026-07-23T11:22:00,354.06,upi,,android,returning,bank_server_timeout,1,0.884,2078,11,False,0.043
pay_103468,2026-07-18T06:48:00,325.51,upi,,android,returning,network_drop,2,0.806,2124,6,True,0.106
pay_103469,2026-07-21T17:13:00,89.66,netbanking,SBI,web,high_value,otp_expired,0,0.591,589,17,False,0.028
pay_103470,2026-06-13T04:25:00,647.69,netbanking,IDFC,web,returning,otp_expired,0,0.656,83,4,True,0.062
pay_103471,2026-07-31T08:51:00,2114.51,upi,,ios,at_risk_churn,otp_expired,1,0.814,187,8,False,0.074
pay_103472,2026-08-07T02:34:00,2091.28,upi,,android,returning,bank_server_timeout,0,0.79,447,2,False,0.021
pay_103473,2026-08-22T22:29:00,333.58,card,Axis,web,returning,card_expired,0,0.817,385,22,True,0.027
pay_103474,2026-07-20T14:37:00,341.31,upi,,ios,new,otp_expired,1,0.35,551,14,False,0.14
pay_103475,2026-06-05T01:29:00,161.19,upi,,web,returning,network_drop,0,0.58,3665,1,False,0.01
pay_103476,2026-06-24T19:04:00,429.09,wallet,,ios,returning,network_drop,0,0.911,3605,19,False,0.057
pay_103477,2026-07-09T09:49:00,1077.43,wallet,,ios,high_value,insufficient_funds,2,0.989,539,9,False,0.162
pay_103478,2026-07-22T20:49:00,1012.83,wallet,,android,high_value,network_drop,3,0.777,1902,20,False,0.157
pay_103479,2026-08-02T13:28:00,48.81,wallet,,android,high_value,risk_engine_block,1,0.771,566,13,True,0.574
pay_103480,2026-08-11T20:17:00,475.46,card,SBI,android,returning,risk_engine_block,0,0.428,180,20,False,0.557
pay_103481,2026-08-01T15:54:00,1294.76,upi,,android,at_risk_churn,otp_expired,0,0.614,206,15,True,0.092
pay_103482,2026-08-10T05:41:00,575.53,netbanking,Yes Bank,ios,new,bank_server_timeout,0,0.398,3790,5,False,0.196
pay_103483,2026-07-31T02:44:00,3039.21,netbanking,ICICI,web,returning,network_drop,1,0.793,294,2,False,0.03
pay_103484,2026-08-13T19:45:00,1200.77,upi,,ios,returning,otp_expired,0,0.94,340,19,False,0.058
pay_103485,2026-08-12T10:35:00,300.67,wallet,,android,high_value,risk_engine_block,2,0.963,409,10,False,0.68
pay_103486,2026-07-23T18:29:00,4153.73,card,HDFC,ios,new,risk_engine_block,1,0.323,519,18,False,0.691
pay_103487,2026-07-31T15:25:00,157.85,upi,,android,new,risk_engine_block,0,0.573,105,15,False,0.715
pay_103488,2026-07-11T10:11:00,682.26,wallet,,ios,new,insufficient_funds,0,0.449,424,10,True,0.165
pay_103489,2026-06-04T20:36:00,286.94,upi,,android,new,network_drop,0,0.05,1445,20,False,0.126
pay_103490,2026-08-18T22:35:00,1431.51,netbanking,Kotak,web,new,otp_expired,0,0.091,260,22,False,0.141
pay_103491,2026-07-07T03:44:00,974.46,wallet,,web,at_risk_churn,insufficient_funds,0,0.628,376,3,False,0.045
pay_103492,2026-06-17T18:14:00,1113.07,card,ICICI,web,returning,card_expired,1,0.796,178,18,False,0.066
pay_103493,2026-08-08T12:57:00,3824.26,wallet,,ios,returning,insufficient_funds,0,0.954,225,12,True,0.064
pay_103494,2026-08-03T23:21:00,112.93,wallet,,ios,new,risk_engine_block,0,0.214,297,23,False,0.723
pay_103495,2026-07-30T18:46:00,881.82,upi,,ios,returning,risk_engine_block,1,0.706,338,18,False,0.64
pay_103496,2026-08-22T21:39:00,1620.73,upi,,android,at_risk_churn,otp_expired,2,0.98,216,21,True,0.194
pay_103497,2026-07-17T12:34:00,3167.58,card,ICICI,android,at_risk_churn,insufficient_funds,0,0.773,314,12,False,0.03
pay_103498,2026-06-29T15:10:00,307.37,card,ICICI,android,returning,daily_limit_exceeded,1,0.792,151,15,False,0.046
pay_103499,2026-07-03T04:30:00,1478.21,upi,,android,new,otp_expired,1,0.603,289,4,False,0.171
pay_103500,2026-08-02T04:13:00,33.15,netbanking,IDFC,android,returning,network_drop,0,0.688,558,4,True,0.023
pay_103501,2026-08-14T20:08:00,3746.54,wallet,,ios,high_value,insufficient_funds,0,0.872,309,20,False,0.021
pay_103502,2026-07-23T16:01:00,1077.13,card,SBI,android,returning,insufficient_funds,0,0.784,272,16,False,0.077
pay_103503,2026-08-08T04:46:00,1292.5,upi,,ios,high_value,network_drop,0,0.759,3016,4,True,0.03
pay_103504,2026-06-18T03:33:00,60.82,wallet,,web,returning,network_drop,1,0.884,225,3,False,0.07
pay_103505,2026-07-31T12:45:00,201.99,netbanking,IDFC,android,returning,bank_server_timeout,0,0.873,544,12,False,0.1
pay_103506,2026-06-28T05:35:00,690.51,upi,,ios,returning,network_drop,0,0.687,2901,5,True,0.083
pay_103507,2026-08-16T10:32:00,321.54,netbanking,SBI,android,returning,bank_server_timeout,1,0.767,1665,10,True,0.057
pay_103508,2026-08-21T19:53:00,1068.81,wallet,,ios,returning,risk_engine_block,0,0.933,115,19,False,0.607
pay_103509,2026-06-01T05:50:00,757.58,netbanking,ICICI,android,returning,bank_server_timeout,1,0.688,3680,5,False,0.01
pay_103510,2026-07-28T14:03:00,266.31,upi,,android,new,risk_engine_block,0,0.194,394,14,False,0.66
pay_103511,2026-06-18T07:44:00,289.86,wallet,,android,new,risk_engine_block,0,0.317,97,7,False,0.68
pay_103512,2026-06-12T03:47:00,303.11,wallet,,web,new,insufficient_funds,1,0.454,397,3,False,0.165
pay_103513,2026-08-26T00:44:00,3305.54,netbanking,Kotak,web,returning,bank_server_timeout,0,0.806,1028,0,False,0.01
pay_103514,2026-07-28T00:12:00,2205.85,netbanking,HDFC,ios,high_value,network_drop,1,0.74,2844,0,False,0.079
pay_103515,2026-08-21T13:56:00,109.51,netbanking,SBI,android,new,network_drop,1,0.316,364,13,False,0.127
pay_103516,2026-07-25T13:29:00,732.5,card,ICICI,ios,new,insufficient_funds,0,0.162,593,13,True,0.177
pay_103517,2026-06-13T23:26:00,195.76,upi,,ios,at_risk_churn,otp_expired,0,0.628,81,23,True,0.069
pay_103518,2026-08-20T01:45:00,147.5,card,IDFC,android,returning,insufficient_funds,0,0.713,479,1,False,0.046
pay_103519,2026-08-05T00:51:00,517.67,card,Axis,web,returning,card_expired,0,0.729,500,0,False,0.083
pay_103520,2026-07-02T04:31:00,1285.37,netbanking,ICICI,android,returning,network_drop,0,0.732,2739,4,False,0.01
pay_103521,2026-08-22T19:18:00,171.93,netbanking,HDFC,ios,at_risk_churn,network_drop,0,0.349,1113,19,True,0.092
pay_103522,2026-06-13T18:12:00,2159.35,wallet,,ios,returning,risk_engine_block,0,0.455,128,18,True,0.569
pay_103523,2026-07-09T23:03:00,633.41,upi,,android,returning,otp_expired,0,0.527,464,23,False,0.015
pay_103524,2026-08-28T12:00:00,592.89,wallet,,android,returning,insufficient_funds,3,0.9,572,12,False,0.176
pay_103525,2026-08-03T07:30:00,2683.18,wallet,,android,returning,insufficient_funds,1,0.874,399,7,False,0.078
pay_103526,2026-06-18T03:48:00,2109.35,upi,,web,returning,bank_server_timeout,1,0.783,2468,3,False,0.061
pay_103527,2026-06-10T16:37:00,4452.95,wallet,,android,returning,risk_engine_block,0,0.8,549,16,False,0.585
pay_103528,2026-06-19T06:20:00,285.89,card,IDFC,android,new,insufficient_funds,1,0.478,153,6,False,0.103
pay_103529,2026-06-25T19:40:00,52.72,netbanking,HDFC,ios,at_risk_churn,otp_expired,1,0.645,151,19,False,0.093
pay_103530,2026-07-24T16:56:00,676.01,netbanking,HDFC,web,high_value,bank_server_timeout,1,0.886,1617,16,False,0.1
pay_103531,2026-08-11T21:04:00,294.66,upi,,android,new,bank_server_timeout,0,0.153,2904,21,False,0.114
pay_103532,2026-06-03T18:19:00,900.73,netbanking,SBI,android,new,bank_server_timeout,0,0.328,3881,18,False,0.136
pay_103533,2026-06-02T13:23:00,2272.5,netbanking,Yes Bank,web,new,network_drop,0,0.021,1149,13,False,0.121
pay_103534,2026-08-02T11:03:00,682.43,card,Kotak,web,returning,card_expired,0,0.615,124,11,True,0.016
pay_103535,2026-07-15T12:56:00,263.25,upi,,ios,high_value,network_drop,0,0.92,2340,12,False,0.011
pay_103536,2026-06-09T02:20:00,255.81,netbanking,ICICI,ios,returning,otp_expired,0,0.681,392,2,False,0.028
pay_103537,2026-07-30T13:35:00,162.0,wallet,,android,new,network_drop,1,0.123,3077,13,False,0.197
pay_103538,2026-06-01T13:38:00,388.62,card,IDFC,web,at_risk_churn,risk_engine_block,3,0.687,518,13,False,0.692
pay_103539,2026-07-07T03:47:00,1604.68,card,Axis,android,returning,card_expired,0,0.819,217,3,False,0.094
pay_103540,2026-07-10T18:25:00,1181.64,card,SBI,web,returning,insufficient_funds,1,0.931,460,18,False,0.065
pay_103541,2026-08-28T07:35:00,1307.64,netbanking,SBI,ios,returning,bank_server_timeout,0,0.881,1989,7,False,0.089
pay_103542,2026-08-13T14:38:00,396.75,wallet,,android,high_value,insufficient_funds,3,0.815,272,14,False,0.165
pay_103543,2026-06-12T19:25:00,2159.1,upi,,ios,high_value,risk_engine_block,1,0.749,541,19,False,0.589
pay_103544,2026-08-08T03:50:00,43.2,wallet,,ios,at_risk_churn,insufficient_funds,1,0.725,531,3,True,0.077
pay_103545,2026-07-06T09:03:00,547.25,card,Axis,web,returning,insufficient_funds,0,0.833,266,9,False,0.043
pay_103546,2026-08-29T16:53:00,7749.91,wallet,,ios,new,network_drop,1,0.154,1633,16,True,0.192
pay_103547,2026-08-14T13:32:00,695.8,upi,,ios,returning,otp_expired,2,0.955,539,13,False,0.116
pay_103548,2026-07-30T23:51:00,1035.78,card,SBI,android,at_risk_churn,daily_limit_exceeded,3,0.412,341,23,False,0.169
pay_103549,2026-07-26T00:40:00,1141.97,wallet,,ios,new,insufficient_funds,0,0.21,489,0,True,0.153
pay_103550,2026-08-26T11:39:00,151.82,upi,,web,high_value,otp_expired,2,0.908,137,11,False,0.108
pay_103551,2026-08-10T23:29:00,61.7,card,HDFC,web,new,insufficient_funds,1,0.03,563,23,False,0.164
pay_103552,2026-06-06T07:16:00,578.1,card,Yes Bank,web,returning,risk_engine_block,0,0.386,82,7,True,0.625
pay_103553,2026-07-25T07:51:00,874.33,card,IDFC,android,returning,card_expired,0,0.796,119,7,True,0.054
pay_103554,2026-07-04T18:31:00,495.65,card,IDFC,web,new,insufficient_funds,0,0.414,352,18,True,0.14
pay_103555,2026-07-10T06:19:00,1593.87,upi,,android,returning,otp_expired,0,0.83,321,6,False,0.058
pay_103556,2026-06-11T12:02:00,5235.98,netbanking,Kotak,ios,at_risk_churn,bank_server_timeout,1,0.664,2973,12,False,0.01
pay_103557,2026-06-29T19:54:00,2012.84,upi,,ios,returning,network_drop,0,0.56,2646,19,False,0.051
pay_103558,2026-06-21T11:30:00,879.55,wallet,,android,returning,network_drop,0,0.575,840,11,True,0.027
pay_103559,2026-08-26T03:36:00,688.94,wallet,,android,high_value,network_drop,0,0.782,822,3,False,0.026
pay_103560,2026-07-15T02:36:00,174.18,netbanking,HDFC,web,high_value,bank_server_timeout,0,0.811,3435,2,False,0.054
pay_103561,2026-08-15T22:07:00,60.96,upi,,web,returning,bank_server_timeout,0,0.83,1224,22,True,0.035
pay_103562,2026-08-10T01:26:00,181.71,card,Kotak,web,new,risk_engine_block,0,0.511,428,1,False,0.672
pay_103563,2026-06-29T23:27:00,3766.39,netbanking,ICICI,ios,new,bank_server_timeout,0,0.295,185,23,False,0.149
pay_103564,2026-08-18T23:34:00,3126.41,upi,,web,returning,network_drop,1,0.951,2046,23,False,0.01
pay_103565,2026-06-20T01:09:00,513.99,wallet,,web,returning,network_drop,1,0.572,2269,1,True,0.021
pay_103566,2026-08-08T07:51:00,3268.5,upi,,android,new,bank_server_timeout,1,0.242,3531,7,True,0.125
pay_103567,2026-08-06T17:30:00,807.52,card,IDFC,android,returning,risk_engine_block,1,0.919,121,17,False,0.58
pay_103568,2026-07-25T19:18:00,6375.26,wallet,,android,returning,risk_engine_block,0,0.942,457,19,True,0.565
pay_103569,2026-08-08T08:43:00,538.13,card,Kotak,web,returning,insufficient_funds,0,0.859,259,8,True,0.037
pay_103570,2026-08-08T08:20:00,6030.19,netbanking,Yes Bank,ios,at_risk_churn,network_drop,0,0.486,2518,8,True,0.043
pay_103571,2026-08-10T16:07:00,2525.6,card,IDFC,web,returning,wrong_cvv,1,0.842,562,16,False,0.052
pay_103572,2026-07-03T15:49:00,892.58,card,IDFC,web,at_risk_churn,insufficient_funds,3,0.833,170,15,False,0.181
pay_103573,2026-06-03T19:31:00,422.8,netbanking,Kotak,android,new,otp_expired,0,0.139,465,19,False,0.129
pay_103574,2026-08-01T03:41:00,2954.1,upi,,ios,returning,bank_server_timeout,0,0.798,1755,3,True,0.084
pay_103575,2026-06-04T18:49:00,646.01,card,SBI,android,new,wrong_cvv,0,0.163,288,18,False,0.116
pay_103576,2026-07-23T02:47:00,270.04,netbanking,Axis,web,at_risk_churn,otp_expired,0,0.595,206,2,False,0.042
pay_103577,2026-06-07T05:19:00,2163.29,upi,,ios,returning,bank_server_timeout,0,0.895,2861,5,True,0.027
pay_103578,2026-07-17T11:46:00,522.73,card,Axis,ios,high_value,risk_engine_block,0,0.731,288,11,False,0.644
pay_103579,2026-07-24T00:25:00,39.93,wallet,,android,returning,insufficient_funds,0,0.886,273,0,False,0.04
pay_103580,2026-06-15T05:41:00,1329.89,card,Axis,web,at_risk_churn,daily_limit_exceeded,0,0.965,109,5,False,0.081
pay_103581,2026-06-16T21:26:00,1306.12,netbanking,IDFC,web,high_value,bank_server_timeout,1,0.829,3571,21,False,0.024
pay_103582,2026-06-05T17:50:00,1605.71,wallet,,ios,at_risk_churn,risk_engine_block,3,0.571,389,17,False,0.709
pay_103583,2026-06-29T13:52:00,2506.38,card,ICICI,android,new,card_expired,2,0.084,85,13,False,0.295
pay_103584,2026-08-24T18:08:00,1960.13,netbanking,IDFC,web,high_value,bank_server_timeout,3,0.751,364,18,False,0.125
pay_103585,2026-07-29T08:55:00,3220.05,netbanking,ICICI,android,new,bank_server_timeout,0,0.401,655,8,False,0.124
pay_103586,2026-08-07T16:21:00,1357.55,netbanking,ICICI,web,high_value,otp_expired,1,0.672,360,16,False,0.032
pay_103587,2026-06-06T00:14:00,328.1,netbanking,Yes Bank,android,high_value,bank_server_timeout,1,0.546,700,0,True,0.024
pay_103588,2026-06-12T20:37:00,149.76,netbanking,Yes Bank,web,returning,bank_server_timeout,0,0.913,291,20,False,0.049
pay_103589,2026-07-24T11:52:00,378.68,card,Axis,android,high_value,wrong_cvv,0,0.917,321,11,False,0.064
pay_103590,2026-07-25T08:47:00,1896.44,wallet,,ios,new,network_drop,0,0.049,1956,8,True,0.176
pay_103591,2026-06-29T19:23:00,1039.13,wallet,,ios,returning,insufficient_funds,0,0.654,384,19,False,0.01
pay_103592,2026-08-25T08:17:00,225.9,wallet,,ios,new,insufficient_funds,0,0.136,558,8,False,0.196
pay_103593,2026-06-06T00:05:00,224.79,netbanking,HDFC,ios,high_value,bank_server_timeout,1,0.941,2656,0,True,0.01
pay_103594,2026-06-24T04:02:00,315.4,wallet,,android,high_value,insufficient_funds,0,0.933,384,4,False,0.096
pay_103595,2026-07-01T21:28:00,621.85,netbanking,HDFC,web,high_value,otp_expired,0,0.637,297,21,False,0.039
pay_103596,2026-06-27T11:47:00,790.0,wallet,,ios,returning,risk_engine_block,1,0.892,332,11,True,0.631
pay_103597,2026-08-03T17:08:00,2079.81,netbanking,SBI,web,new,bank_server_timeout,2,0.075,213,17,False,0.243
pay_103598,2026-06-07T22:36:00,1346.4,card,Kotak,web,new,daily_limit_exceeded,1,0.234,419,22,True,0.17
pay_103599,2026-07-25T00:12:00,4155.67,card,Kotak,ios,at_risk_churn,insufficient_funds,0,0.787,265,0,True,0.097
pay_103600,2026-08-04T13:56:00,1680.99,netbanking,Kotak,android,new,bank_server_timeout,0,0.312,1535,13,False,0.11
pay_103601,2026-08-02T20:43:00,586.97,netbanking,Yes Bank,android,new,bank_server_timeout,0,0.616,1470,20,True,0.102
pay_103602,2026-08-06T18:02:00,357.27,wallet,,ios,returning,risk_engine_block,0,0.857,298,18,False,0.552
pay_103603,2026-07-19T13:55:00,157.56,wallet,,android,at_risk_churn,network_drop,0,0.749,1458,13,True,0.064
pay_103604,2026-06-28T20:04:00,155.93,wallet,,ios,high_value,network_drop,0,0.741,246,20,True,0.022
pay_103605,2026-07-28T01:47:00,4672.42,wallet,,ios,high_value,insufficient_funds,0,0.574,91,1,False,0.069
pay_103606,2026-06-12T06:27:00,806.6,wallet,,android,returning,network_drop,0,0.873,1281,6,False,0.061
pay_103607,2026-06-30T19:17:00,478.15,card,SBI,android,new,risk_engine_block,0,0.212,331,19,False,0.702
pay_103608,2026-06-02T16:05:00,254.44,netbanking,ICICI,android,high_value,network_drop,1,0.628,152,16,False,0.01
pay_103609,2026-08-08T21:57:00,1076.48,card,SBI,ios,new,insufficient_funds,1,0.05,443,21,True,0.132
pay_103610,2026-08-26T14:59:00,1068.98,netbanking,SBI,android,new,bank_server_timeout,0,0.498,1797,14,False,0.114
pay_103611,2026-08-04T00:02:00,1157.78,wallet,,ios,high_value,risk_engine_block,0,0.865,185,0,False,0.57
pay_103612,2026-07-05T12:08:00,718.22,wallet,,android,at_risk_churn,insufficient_funds,0,0.904,151,12,True,0.01
pay_103613,2026-08-03T06:12:00,455.23,wallet,,android,returning,insufficient_funds,2,0.578,141,6,False,0.103
pay_103614,2026-07-20T00:25:00,183.22,card,SBI,ios,new,insufficient_funds,3,0.033,562,0,False,0.254
pay_103615,2026-08-01T02:47:00,402.95,card,Yes Bank,ios,high_value,insufficient_funds,0,0.942,342,2,True,0.01
pay_103616,2026-08-20T02:26:00,576.43,wallet,,ios,returning,risk_engine_block,0,0.408,157,2,False,0.613
pay_103617,2026-07-15T20:00:00,395.06,upi,,android,returning,bank_server_timeout,0,0.778,741,20,False,0.07
pay_103618,2026-06-30T21:17:00,327.77,netbanking,Axis,ios,returning,otp_expired,0,0.377,381,21,False,0.038
pay_103619,2026-07-18T02:08:00,397.13,wallet,,ios,returning,network_drop,1,0.718,3697,2,True,0.076
pay_103620,2026-08-10T21:11:00,559.93,card,ICICI,ios,returning,insufficient_funds,0,0.882,416,21,False,0.071
pay_103621,2026-07-31T02:25:00,509.63,netbanking,SBI,ios,high_value,otp_expired,0,0.336,299,2,False,0.083
pay_103622,2026-06-24T08:14:00,685.16,card,IDFC,ios,new,risk_engine_block,0,0.228,360,8,False,0.749
pay_103623,2026-07-28T11:33:00,2168.98,card,Yes Bank,android,returning,daily_limit_exceeded,0,0.949,441,11,False,0.034
pay_103624,2026-07-26T06:03:00,399.52,wallet,,web,returning,insufficient_funds,2,0.864,208,6,True,0.161
pay_103625,2026-06-11T10:24:00,1004.81,netbanking,HDFC,android,at_risk_churn,bank_server_timeout,0,0.625,1445,10,False,0.027
